PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,PLAYER_ID,PLAYER_NAME
2.0,Byron,Scott,Los Angeles Lakers,All-Rookie Team,1.0,1983-84,,,1610612747,Award,Kia Motors,KIART,,2,
2.0,Byron,Scott,Los Angeles Lakers,NBA Champion,,1984-85,,,,Award,Champion,,,2,
2.0,Byron,Scott,Los Angeles Lakers,NBA Champion,,1986-87,,,,Award,Champion,,,2,
2.0,Byron,Scott,Los Angeles Lakers,NBA Champion,,1987-88,,,,Award,Champion,,,2,
2.0,Byron,Scott,Los Angeles Lakers,NBA Player of the Week,,1987-88,,1988-01-10T00:00:00,,Award,Kia Motors,KIPWK,,2,
17.0,Clyde,Drexler,Portland Trail Blazers,All-NBA,2.0,1987-88,,,1610612757,Award,Kia Motors,KIANT,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,All-NBA,3.0,1989-90,,,1610612757,Award,Kia Motors,KIANT,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,All-NBA,2.0,1990-91,,,1610612757,Award,Kia Motors,KIANT,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,All-NBA,1.0,1991-92,,,1610612757,Award,Kia Motors,KIANT,,17,
17.0,Clyde,Drexler,Houston Rockets,All-NBA,3.0,1994-95,,,1610612745,Award,Kia Motors,KIANT,,17,
17.0,Clyde,Drexler,,Hall of Fame Inductee,,2004,,,,Award,Hall of Fame,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1985-86,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1987-88,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1988-89,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1989-90,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1990-91,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1991-92,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1992-93,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1993-94,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1995-96,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,,NBA All-Star,,1996-97,,,,Award,All-Star,,,17,
17.0,Clyde,Drexler,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Month,,1991-92,11/01/1991,,,Award,Kia Motors,KIPMO,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1985-86,,1986-01-05T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1987-11-29T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1987-12-06T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1988-03-13T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1988-89,,1988-12-25T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1988-89,,1989-04-09T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1989-90,,1989-11-26T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1990-11-18T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1991-03-31T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1991-04-14T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,Houston Rockets,NBA Player of the Week,,1994-95,,1995-04-09T00:00:00,,Award,Kia Motors,KIPWK,,17,
17.0,Clyde,Drexler,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,,17,
22.0,Rik,Smits,Indiana Pacers,All-Rookie Team,1.0,1988-89,,,1610612754,Award,Kia Motors,KIART,,22,
22.0,Rik,Smits,,NBA All-Star,,1997-98,,,,Award,All-Star,,,22,
22.0,Rik,Smits,Indiana Pacers,NBA Player of the Week,,1994-95,,1995-03-12T00:00:00,,Award,Kia Motors,KIPWK,,22,
22.0,Rik,Smits,Indiana Pacers,NBA Player of the Week,,1997-98,,1998-01-04T00:00:00,,Award,Kia Motors,KIPWK,,22,
23.0,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1.0,1988-89,,,1610612765,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1.0,1989-90,,,1610612765,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1.0,1990-91,,,1610612765,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1.0,1991-92,,,1610612765,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1.0,1992-93,,,1610612765,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,San Antonio Spurs,All-Defensive Team,2.0,1993-94,,,1610612759,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,San Antonio Spurs,All-Defensive Team,1.0,1994-95,,,1610612759,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Chicago Bulls,All-Defensive Team,1.0,1995-96,,,1610612741,Award,Kia Motors,KIADT,,23,
23.0,Dennis,Rodman,Detroit Pistons,All-NBA,3.0,1991-92,,,1610612765,Award,Kia Motors,KIANT,,23,
23.0,Dennis,Rodman,San Antonio Spurs,All-NBA,3.0,1994-95,,,1610612759,Award,Kia Motors,KIANT,,23,
23.0,Dennis,Rodman,,Hall of Fame Inductee,,2011,,,,Award,Hall of Fame,,,23,
23.0,Dennis,Rodman,Detroit Pistons,IBM Award,,1991-92,,,,Award,IBM,IBMAW,,23,
23.0,Dennis,Rodman,,NBA All-Star,,1989-90,,,,Award,All-Star,,,23,
23.0,Dennis,Rodman,,NBA All-Star,,1991-92,,,,Award,All-Star,,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Champion,,1988-89,,,,Award,Champion,,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Champion,,1989-90,,,,Award,Champion,,,23,
23.0,Dennis,Rodman,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,23,
23.0,Dennis,Rodman,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,23,
23.0,Dennis,Rodman,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Defensive Player of the Year,,1989-90,,,,Award,Kia Motors,KDPYR,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Defensive Player of the Year,,1990-91,,,,Award,Kia Motors,KDPYR,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Player of the Month,,1991-92,01/01/1992,,,Award,Kia Motors,KIPMO,,23,
23.0,Dennis,Rodman,Detroit Pistons,NBA Player of the Week,,1991-92,,1991-12-15T00:00:00,,Award,Kia Motors,KIPWK,,23,
26.0,Luc,Longley,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,26,
26.0,Luc,Longley,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,26,
26.0,Luc,Longley,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,26,
26.0,Luc,Longley,Australia,Olympic Appearance,,1988,,,,Award,Olympic,Appearance,,26,
26.0,Luc,Longley,Australia,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,,26,
26.0,Luc,Longley,Australia,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,,26,
30.0,Richard,Dumas,Phoenix Suns,All-Rookie Team,2.0,1992-93,,,1610612756,Award,Kia Motors,KIART,,30,
36.0,Sarunas,Marciulionis,,Hall of Fame Inductee,,2014,,,,Award,Hall of Fame,,,36,
36.0,Sarunas,Marciulionis,Lithuania,Olympic Bronze Medal,,1992,,,,Award,Olympic,Bronze,,36,
36.0,Sarunas,Marciulionis,Lithuania,Olympic Bronze Medal,,1996,,,,Award,Olympic,Bronze,,36,
36.0,Sarunas,Marciulionis,Soviet Union,Olympic Gold Medal,,1988,,,,Award,Olympic,Gold,,36,
47.0,Wayman,Tisdale,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,,47,
49.0,Gheorghe,Muresan,Washington Bullets,NBA Most Improved Player,,1995-96,,,,Award,Kia Motors,KIMIP,,49,
51.0,Chris,Jackson,Denver Nuggets,All-Rookie Team,2.0,1990-91,,,1610612743,Award,Kia Motors,KIART,,51,
51.0,Mahmoud,Abdul-Rauf,Denver Nuggets,NBA Most Improved Player,,1992-93,,,,Award,Kia Motors,KIMIP,,51,
52.0,Micheal,Williams,Indiana Pacers,All-Defensive Team,2.0,1991-92,,,1610612754,Award,Kia Motors,KIADT,,52,
52.0,Micheal,Williams,Detroit Pistons,NBA Champion,,1988-89,,,,Award,Champion,,,52,
53.0,Mario,Elie,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,53,
53.0,Mario,Elie,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,53,
53.0,Mario,Elie,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,,53,
54.0,Dickey,Simpkins,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,54,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1993-94,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1994-95,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1995-96,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1996-97,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1997-98,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1998-99,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,1999-00,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,2000-01,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1.0,2001-02,,,1610612760,Award,Kia Motors,KIADT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,3.0,1993-94,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2.0,1994-95,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2.0,1995-96,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2.0,1996-97,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,1.0,1997-98,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2.0,1998-99,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,1.0,1999-00,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,3.0,2000-01,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-NBA,2.0,2001-02,,,1610612760,Award,Kia Motors,KIANT,,56,
56.0,Gary,Payton,Seattle SuperSonics,All-Rookie Team,2.0,1990-91,,,1610612760,Award,Kia Motors,KIART,,56,
56.0,Gary,Payton,,Hall of Fame Inductee,,2013,,,,Award,Hall of Fame,,,56,
56.0,Gary,Payton,,NBA All-Star,,1993-94,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,1994-95,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,1995-96,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,1996-97,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,1997-98,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,1999-00,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,2000-01,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,2001-02,,,,Award,All-Star,,,56,
56.0,Gary,Payton,,NBA All-Star,,2002-03,,,,Award,All-Star,,,56,
56.0,Gary,Payton,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,,56,
56.0,Gary,Payton,Seattle SuperSonics,NBA Defensive Player of the Year,,1995-96,,,,Award,Kia Motors,KDPYR,,56,
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Month,,1999-00,04/01/2000,,,Award,Kia Motors,KIPMO,,56,
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1994-95,,1995-01-08T00:00:00,,Award,Kia Motors,KIPWK,,56,
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1998-99,,1999-02-14T00:00:00,,Award,Kia Motors,KIPWK,,56,
56.0,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,2001-02,,2001-12-23T00:00:00,West,Award,Kia Motors,KIPWK,,56,
56.0,Gary,Payton,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,,56,
56.0,Gary,Payton,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,,56,
57.0,Doug,Christie,Sacramento Kings,All-Defensive Team,2.0,2000-01,,,1610612758,Award,Kia Motors,KIADT,,57,
57.0,Doug,Christie,Sacramento Kings,All-Defensive Team,2.0,2001-02,,,1610612758,Award,Kia Motors,KIADT,,57,
57.0,Doug,Christie,Sacramento Kings,All-Defensive Team,1.0,2002-03,,,1610612758,Award,Kia Motors,KIADT,,57,
57.0,Doug,Christie,Sacramento Kings,All-Defensive Team,2.0,2003-04,,,1610612758,Award,Kia Motors,KIADT,,57,
61.0,Carl,Herrera,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,61,
61.0,Carl,Herrera,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,61,
61.0,Carl,Herrera,Venezuela,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,,61,
64.0,Sam,Perkins,Dallas Mavericks,All-Rookie Team,1.0,1984-85,,,1610612742,Award,Kia Motors,KIART,,64,
64.0,Sam,Perkins,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,,64,
70.0,Steve,Kerr,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,70,
70.0,Steve,Kerr,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,,70,
70.0,Steve,Kerr,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,70,
70.0,Steve,Kerr,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,,70,
70.0,Steve,Kerr,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,,70,
71.0,Pooh,Richardson,Minnesota Timberwolves,All-Rookie Team,1.0,1989-90,,,1610612750,Award,Kia Motors,KIART,,71,
72.0,Kenny,Anderson,,NBA All-Star,,1993-94,,,,Award,All-Star,,,72,
72.0,Kenny,Anderson,New Jersey Nets,NBA Player of the Week,,1993-94,,1994-01-23T00:00:00,,Award,Kia Motors,KIPWK,,72,
76.0,Cedric,Ceballos,,NBA All-Star,,1994-95,,,,Award,All-Star,,,76,
76.0,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Month,,1994-95,12/01/1994,,,Award,Kia Motors,KIPMO,,76,
76.0,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Week,,1994-95,,1994-12-25T00:00:00,,Award,Kia Motors,KIPWK,,76,
76.0,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Week,,1995-96,,1995-11-19T00:00:00,,Award,Kia Motors,KIPWK,,76,
81.0,Jeff,Grayer,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,,81,
82.0,Bill,Wennington,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,,82,
82.0,Bill,Wennington,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,,82,
84.0,Latrell,Sprewell,Golden State Warriors,All-Defensive Team,2.0,1993-94,,,1610612744,Award,Kia Motors,KIADT,,84,
84.0,Latrell,Sprewell,Golden State Warriors,All-NBA,1.0,1993-94,,,1610612744,Award,Kia Motors,KIANT,,84,
84.0,Latrell,Sprewell,Golden State Warriors,All-Rookie Team,2.0,1992-93,,,1610612744,Award,Kia Motors,KIART,,84,
84.0,Latrell,Sprewell,,NBA All-Star,,1993-94,,,,Award,All-Star,,,84,
84.0,Latrell,Sprewell,,NBA All-Star,,1994-95,,,,Award,All-Star,,,84,
84.0,Latrell,Sprewell,,NBA All-Star,,1996-97,,,,Award,All-Star,,,84,
84.0,Latrell,Sprewell,,NBA All-Star,,2000-01,,,,Award,All-Star,,,84,
87.0,Dikembe,Mutombo,Denver Nuggets,All-Defensive Team,2.0,1994-95,,,1610612743,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,1.0,1996-97,,,1610612737,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,1.0,1997-98,,,1610612737,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,2.0,1998-99,,,1610612737,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Philadelphia 76ers-Atlanta Hawks,All-Defensive Team,1.0,2000-01,,,1610612737,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Philadelphia 76ers-Atlanta Hawks,All-Defensive Team,2.0,2001-02,,,1610612737,Award,Kia Motors,KIADT,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,All-NBA,3.0,1997-98,,,1610612737,Award,Kia Motors,KIANT,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks-Philadelphia 76ers,All-NBA,2.0,2000-01,,,1610612755,Award,Kia Motors,KIANT,,87,
87.0,Dikembe,Mutombo,Philadelphia 76ers,All-NBA,3.0,2001-02,,,1610612755,Award,Kia Motors,KIANT,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,All-Rookie Team,1.0,1991-92,,,1610612743,Award,Kia Motors,KIART,,87,
87.0,Dikembe,Mutombo,,Hall of Fame Inductee,,2015,,,,Award,Hall of Fame,,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,IBM Award,,1998-99,,,,Award,IBM,IBMAW,,87,
87.0,Dikembe,Mutombo,Philadelphia 76ers,J. Walter Kennedy Citizenship,,2000-01,,,,Award,Kia Motors,KIWKC,,87,
87.0,Dikembe,Mutombo,Houston Rockets,J. Walter Kennedy Citizenship,,2008-09,,,,Award,Kia Motors,KIWKC,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1991-92,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1994-95,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1995-96,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1996-97,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1997-98,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,1999-00,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,2000-01,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,,NBA All-Star,,2001-02,,,,Award,All-Star,,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Defensive Player of the Year,,1994-95,,,,Award,Kia Motors,KDPYR,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Defensive Player of the Year,,1996-97,,,,Award,Kia Motors,KDPYR,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Defensive Player of the Year,,1997-98,,,,Award,Kia Motors,KDPYR,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks-Philadelphia 76ers,NBA Defensive Player of the Year,,2000-01,,,,Award,Kia Motors,KDPYR,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1992-93,,1993-03-28T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1993-94,,1994-04-10T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1994-95,,1995-04-16T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1995-96,,1995-12-10T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1996-97,,1996-12-01T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1997-98,,1997-11-09T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1998-99,,1999-01-30T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1999-00,,2000-01-31T00:00:00,,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,New York Knicks,NBA Player of the Week,,2003-04,,2003-11-30T00:00:00,East,Award,Kia Motors,KIPWK,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Rookie of the Month,,1991-92,01/01/1992,,,Award,Kia Motors,KIRMO,,87,
87.0,Dikembe,Mutombo,Denver Nuggets,NBA Rookie of the Month,,1991-92,11/01/1991,,,Award,Kia Motors,KIRMO,,87,
89.0,Nick,Van Exel,,NBA All-Star,,1997-98,,,,Award,All-Star,,,89,
89.0,Nick,VanExel,Los Angeles Lakers,All-Rookie Team,2.0,1993-94,,,1610612747,Award,Kia Motors,KIART,,89,
96.0,Detlef,Schrempf,Seattle SuperSonics,All-NBA,3.0,1994-95,,,1610612760,Award,Kia Motors,KIANT,,96,
96.0,Detlef,Schrempf,,NBA All-Star,,1992-93,,,,Award,All-Star,,,96,
96.0,Detlef,Schrempf,,NBA All-Star,,1994-95,,,,Award,All-Star,,,96,
96.0,Detlef,Schrempf,,NBA All-Star,,1996-97,,,,Award,All-Star,,,96,
96.0,Detlef,Schrempf,Indiana Pacers,NBA Player of the Month,,1991-92,02/01/1992,,,Award,Kia Motors,KIPMO,,96,
96.0,Detlef,Schrempf,Indiana Pacers,NBA Sixth Man of the Year,,1990-91,,,,Award,Sporting News,KISMY,,96,
96.0,Detlef,Schrempf,Indiana Pacers,NBA Sixth Man of the Year,,1991-92,,,,Award,Sporting News,KISMY,,96,
96.0,Detlef,Schrempf,Germany,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,,96,
98.0,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1991-92,,1992-01-26T00:00:00,,Award,Kia Motors,KIPWK,,98,
98.0,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1992-93,,1993-02-07T00:00:00,,Award,Kia Motors,KIPWK,,98,
98.0,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1997-98,,1998-02-22T00:00:00,,Award,Kia Motors,KIPWK,,98,
101.0,Scott,Skiles,Orlando Magic,NBA Most Improved Player,,1990-91,,,,Award,Kia Motors,KIMIP,,101,
101.0,Scott,Skiles,Orlando Magic,NBA Player of the Week,,1990-91,,1991-04-21T00:00:00,,Award,Kia Motors,KIPWK,,101,
104.0,Benoit,Benjamin,Los Angeles Clippers,NBA Rookie of the Month,,1985-86,03/01/1986,,,Award,Kia Motors,KIRMO,,104,
105.0,Dan,Majerle,Phoenix Suns,All-Defensive Team,2.0,1990-91,,,1610612756,Award,Kia Motors,KIADT,,105,
105.0,Dan,Majerle,Phoenix Suns,All-Defensive Team,2.0,1992-93,,,1610612756,Award,Kia Motors,KIADT,,105,
105.0,Dan,Majerle,,NBA All-Star,,1991-92,,,,Award,All-Star,,,105,
105.0,Dan,Majerle,,NBA All-Star,,1992-93,,,,Award,All-Star,,,105,
105.0,Dan,Majerle,,NBA All-Star,,1994-95,,,,Award,All-Star,,,105,
105.0,Dan,Majerle,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,,105,
107.0,Dale,Ellis,Seattle SuperSonics,All-NBA,3.0,1988-89,,,1610612760,Award,Kia Motors,KIANT,,107,
107.0,Dale,Ellis,,NBA All-Star,,1988-89,,,,Award,All-Star,,,107,
107.0,Dale,Ellis,Seattle SuperSonics,NBA Most Improved Player,,1986-87,,,,Award,Kia Motors,KIMIP,,107,
107.0,Dale,Ellis,Seattle SuperSonics,NBA Player of the Week,,1988-89,,1989-01-08T00:00:00,,Award,Kia Motors,KIPWK,,107,
107.0,Dale,Ellis,Denver Nuggets,NBA Player of the Week,,1996-97,,1996-11-17T00:00:00,,Award,Kia Motors,KIPWK,,107,
109.0,Robert,Horry,Houston Rockets,All-Rookie Team,2.0,1992-93,,,1610612745,Award,Kia Motors,KIART,,109,
109.0,Robert,Horry,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,,109,
109.0,Robert,Horry,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,,109,
109.0,Robert,Horry,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,,109,
109.0,Robert,Horry,Los Angeles Lakers,NBA Champion,,2000-01,,,,Award,Champion,,,109,
109.0,Robert,Horry,Los Angeles Lakers,NBA Champion,,2001-02,,,,Award,Champion,,,109,
109.0,Robert,Horry,San Antonio Spurs,NBA Champion,,2004-05,,,,Award,Champion,,,109,
109.0,Robert,Horry,San Antonio Spurs,NBA Champion,,2006-07,,,,Award,Champion,,,109,
111.0,LaPhonso,Ellis,Denver Nuggets,All-Rookie Team,1.0,1992-93,,,1610612743,Award,Kia Motors,KIART,,111,
117.0,Jeff,Malone,Washington Bullets,All-Rookie Team,1.0,1983-84,,,1610612764,Award,Kia Motors,KIART,,117,
117.0,Jeff,Malone,,NBA All-Star,,1985-86,,,,Award,All-Star,,,117,
117.0,Jeff,Malone,,NBA All-Star,,1986-87,,,,Award,All-Star,,,117,
117.0,Jeff,Malone,Utah Jazz,NBA Player of the Week,,1991-92,,1991-12-08T00:00:00,,Award,Kia Motors,KIPWK,,117,
120.0,Steve,Smith,Miami Heat,All-Rookie Team,1.0,1991-92,,,1610612748,Award,Kia Motors,KIART,,120,
120.0,Steve,Smith,Atlanta Hawks,J. Walter Kennedy Citizenship,,1997-98,,,,Award,Kia Motors,KIWKC,,120,
